,gmrt_in_air1,gmrt_on_paper1,max_x_extension1,max_y_extension1,paper_time1,pressure_mean1,pressure_var1,total_time1,air_time2,gmrt_in_air2,max_x_extension2,max_y_extension2,pressure_mean2,pressure_var2,total_time2,gmrt_in_air3,max_x_extension3,max_y_extension3,paper_time3,pressure_mean3,pressure_var3,total_time3,gmrt_in_air4,max_x_extension4,max_y_extension4,paper_time4,pressure_mean4,pressure_var4,total_time4,air_time5,gmrt_in_air5,max_x_extension5,max_y_extension5,pressure_mean5,pressure_var5,total_time5,gmrt_in_air6,max_x_extension6,max_y_extension6,paper_time6,pressure_mean6,pressure_var6,total_time6,gmrt_in_air7,gmrt_on_paper7,max_x_extension7,max_y_extension7,paper_time7,pressure_mean7,pressure_var7,total_time7,gmrt_in_air8,max_x_extension8,max_y_extension8,paper_time8,pressure_mean8,pressure_var8,total_time8,gmrt_in_air9,max_x_extension9,max_y_extension9,paper_time9,pressure_mean9,pressure_var9,total_time9,air_time10,gmrt_in_air10,gmrt_on_paper10,max_x_extension10,max_y_extension10,pressure_mean10,pressure_var10,total_time10,gmrt_in_air11,max_x_extension11,max_y_extension11,paper_time11,pressure_mean11,pressure_var11,total_time11,gmrt_in_air12,max_x_extension12,max_y_extension12,paper_time12,pressure_mean12,pressure_var12,total_time12,gmrt_in_air13,max_x_extension13,max_y_extension13,paper_time13,pressure_mean13,pressure_var13,total_time13,gmrt_in_air14,max_x_extension14,max_y_extension14,paper_time14,pressure_mean14,pressure_var14,total_time14,air_time15,gmrt_in_air15,max_x_extension15,max_y_extension15,pressure_mean15,pressure_var15,total_time15,air_time16,gmrt_in_air16,max_x_extension16,max_y_extension16,pressure_mean16,pressure_var16,total_time16,air_time17,gmrt_in_air17,max_x_extension17,max_y_extension17,pressure_mean17,pressure_var17,total_time17,air_time18,gmrt_in_air18,max_x_extension18,max_y_extension18,pressure_mean18,pressure_var18,total_time18,max_x_extension19,max_y_extension19,paper_time19,pressure_mean19,pressure_var19,total_time19,air_time20,gmrt_in_air20,max_x_extension20,max_y_extension20,pressure_mean20,pressure_var20,total_time20,air_time21,gmrt_in_air21,max_x_extension21,max_y_extension21,pressure_mean21,pressure_var21,total_time21,max_x_extension22,max_y_extension22,paper_time22,pressure_mean22,pressure_var22,total_time22,air_time23,gmrt_in_air23,max_x_extension23,max_y_extension23,pressure_mean23,pressure_var23,total_time23,max_x_extension24,max_y_extension24,paper_time24,pressure_mean24,pressure_var24,total_time24,air_time25,max_x_extension25,max_y_extension25,pressure_mean25,pressure_var25,total_time25,class
112,167.7039546,332.1268729,1402,5626,3115,1613.370787,232203.3954,8995,1350,114.3446497,226,4279,1983.756098,57245.29738,9140,37.71727756,4005,163,4655,1964.128894,79345.57522,5340,27.45203674,4020,4248,28685,2039.36343,9323.143324,34585,500,132.3375602,2408,2417,1983.758345,15889.44983,11135,178.0053006,1778,3005,2160,1933.469907,78598.99446,3015,496.4417582,456.121059,13022,1243,2210,1911.273756,106090.6468,4155,175.3669225,1717,1758,1735,2026.213256,18120.43867,2220,290.9511649,1167,4360,4150,2000.153012,45587.38261,5250,320,369.0390841,207.5072999,1800,2514,1943.972549,36613.31689,2870,187.2023523,1875,2376,2505,1935.429142,31958.736,2950,348.5904937,1093,4882,2795,2003.189624,38276.93363,3555,890.0510159,760,4146,3495,1778.749642,30624.09612,3780,437.7976857,3732,2920,6120,1514.253268,71830.02572,7315,2385,94.19907457,1229,4907,1956.00678,91509.27792,8285,555,215.5140172,704,3176,1950.139535,91476.84875,2490,2865,938.5343189,11494,11899,1648.164275,91797.83517,16105,1265,142.5171198,1857,3332,1979.368263,36775.26857,2935,6922,9712,21265,1888.379027,138916.5801,38920,1925,227.3929757,1780,11877,1935.742975,102536.3199,7975,835,1406.12386,9357,15144,2039.42323,8984.517065,28385,834,6294,3805,1903.646518,122126.6228,5815,2890,197.7823217,1051,8424,1883.467162,148998.0928,6925,8762,9093,10865,1860.546249,174192.4089,47845,12970,6882,14568,1933.080104,86695.5882,43805,0
60,127.0005067,121.8491501,754,8580,8385,807.4436494,47840.32792,14650,10380,109.2207445,912,4620,1941.84915,90895.58184,39780,126.364509,4296,886,16795,1702.183388,329968.7624,28640,82.02154002,4181,4311,58905,2002.499788,45953.64733,65800,7015,191.9328434,2597,2630,1942.358859,109897.1643,40315,86.36779609,1718,5224,5390,1767.237477,218732.0568,18820,235.9209985,165.4128067,13180,864,6040,1887.277318,174011.0233,14085,142.1910591,1696,3896,9345,1988.964152,52685.23949,12485,231.0070802,2382,5674,3275,1965.983206,94180.0104,5340,5865,180.2600384,236.2016195,2562,3319,1888.0,154962.9496,8645,139.9030909,2191,3616,3080,1852.987013,148793.7726,8175,87.97318794,1161,6599,7355,1572.96465,317944.1605,38685,295.2607057,1025,5584,5840,2009.907534,37567.78426,7190,396.647033,1495,13228,10415,1952.027364,98820.44332,19725,22205,121.4610472,1872,7238,1776.383486,205223.5263,27655,6360,155.5012568,737,2263,1622.008499,259364.5523,8125,38580,182.007753,11819,14470,1737.019358,216859.4652,59760,1899,198.7473664,1768,4502,1793.044084,215746.8264,4054,6989,10704,18385,1926.120751,130945.5639,80990,24825,100.4682928,1428,14518,1343.983345,420932.3828,45840,24460,285.7047721,6396,12080,1755.590366,156966.0651,49580,1015,4957,4495,1585.824249,157972.7055,12055,2015,314.2385332,1620,7123,1907.886124,137468.5545,7240,6324,9018,13070,1869.660291,149839.7675,90845,31375,8857,17856,1762.741396,176350.7277,76560,1
45,412.0319025,264.4318668,1877,6801,4795,1910.706986,107991.4334,5685,965,104.0449867,262,4673,1992.459804,58566.57387,11165,58.60928643,3868,136,4980,2010.495984,38463.41866,5455,140.1121965,4220,4420,22990,2029.254241,21762.71983,23540,740,152.5988065,2528,2709,1907.891496,104161.6299,9265,174.0568662,2042,5084,2595,1863.188825,185740.8198,5135,302.9991362,548.2445243,13804,2483,2265,1455.637969,90214.71662,8670,776.4807087,1623,4023,2635,1933.335863,99139.53615,2890,353.5354755,1081,3367,6050,1727.904959,64957.69262,6530,3280,93.49189163,119.498966,1973,3135,1396.533243,109297.7903,6965,92.70694986,2058,3231,5215,1350.934803,218787.3457,9635,949.9255628,1940,5989,3540,1763.338983,59946.66758,3850,105.5359206,1019,4877,6040,1434.097682,150340.8878,9575,161.2225915,1162,8728,8935,1325.233352,145694.9097,12605,10970,134.6337719,2597,9223,1567.895798,196576.6513,16920,3595,65.73618684,1190,3444,1316.7825,183761.6452,5595,22450,204.0381083,11699,13963,1380.622415,132088.3508,46630,1205,227.1064452,2241,4334,1591.940945,131230.9099,3745,7625,11193,30070,1877.999169,151791.1465,338705,17480,130.1620258,1370,12878,1126.710133,168105.1842,29520,5170,702.9261928,8678,15717,1999.545256,44737.42398,21190,1349,6920,3590,1920.87883,123754.8781,6410,3370,125.2143267,872,4989,1250.777132,224326.055,8530,13463,14358,20625,1578.91297,234912.83,118575,192095,8430,16647,1057.709495,209005.8816,252180,1
51,173.4859205,97.46897505,1163,6280,10100,1253.323762,139103.9991,14155,21105,183.6719621,689,4783,1096.918983,111167.5422,31720,277.2786537,4042,573,5605,1494.223907,112537.99,12070,241.5221864,4046,3778,18885,1506.914747,184027.7746,31040,5750,201.1164986,6476,6103,1973.432469,42242.25935,24445,177.0660619,1543,3930,4765,1129.328437,124137.1712,19640,160.8232665,208.3860273,12547,1107,4505,1814.199778,144766.5039,15225,195.2386175,1569,4129,4305,1131.308943,144083.6908,14105,109.1370942,1215,5403,30475,1940.954881,80831.75006,38780,9765,52.47155946,80.57173761,2284,3353,657.9668425,63369.48797,16400,136.1617194,2398,3104,7220,548.5872576,60664.74377,12985,84.95959074,719,4436,5705,1284.494303,255904.8985,10480,223.3282456,564,4924,10275,592.7036496,55673.74429,15580,80.79869736,751,5749,30980,1557.96643,259744.4656,76670,22575,166.9687966,2017,5395,1326.284842,264310.9117,27490,10150,135.3306415,737,3089,1231.958525,151297.8462,12320,43995,92.60328085,11608,12151,462.5874072,37271.0035,76315,1495,106.9972223,1060,3295,1520.653266,181293.9903,3485,2522,5726,18585,1314.015066,155584.667,75205,313925,87.52701498,1135,10423,1544.024829,201097.2577,327820,27140,176.4128781,5732,12167,1711.632648,192207.6108,66040,1048,5848,5690,1681.834798,200849.8655,12025,3845,226.5889184,1322,7537,1645.276305,168307.182,9690,7218,7267,28075,1709.641852,286769.6005,65175,180630,5047,15849,849.4623868,156913.8914,249090,1
31,177.9635561,237.6092984,1648,6681,5565,1821.44115,151584.1621,10665,11330,206.6955914,959,5355,1747.585312,292883.3043,22700,302.3157275,4886,892,9895,1872.423951,192585.9067,17895,279.3614467,4507,4095,37660,1984.927509,77910.65008,71210,1565,68.0685919,2831,2879,2008.640472,33849.4342,14290,141.736151,1641,3756,5095,1693.984298,337590.1077,20075,153.8502705,157.7746201,12241,755,9270,1655.032362,367276.7336,23365,78.45350591,1385,2102,3385,2014.035451,34819.15384,5870,104.5786174,1336,3889,9550,1464.342932,94321.73632,12120,2365,112.7915238,160.7145017,1711,3095,991.3082852,78495.14581,4960,90.98115217,2398,4464,3860,963.1282383,144413.2206,14205,267.2231441,1379,7699,5440,1404.645221,69717.32266,9820,137.2583213,859,3849,3325,517.3022556,32101.08909,5790,275.3870815,2020,15164,7615,1841.54629,131582.4488,11115,18930,128.4829182,2254,5718,739.8918455,93639.90762,24755,5485,164.6577439,898,3462,727.046729,96081.52118,8695,28775,207.659924,12173,14087,647.4551724,78656.55204,45450,1310,175.9388202,1608,3322,880.5376344,120719.4615,3635,7665,10797,23585,1574.315879,192217.0844,53525,21610,115.3526113,2175,16963,1613.726061,344156.0922,50485,18580,436.3478178,9316,14457,2009.517197,27333.9348,38205,1011,5023,4810,1768.41684,202202.7005,10210,4735,209.7874593,1616,10624,1734.12605,167962.744,8900,8579,8854,9780,1604.859918,152731.7391,29685,183275,9367,19769,1663.374212,302207.896,314885,1
9,381.9288721,354.1100895,5568,12313,6350,1295.096063,95099.85376,12615,8820,277.1286856,2381,7972,974.2955182,121235.4631,15960,427.5060471,4204,1147,5080,903.1259843,96132.60027,10895,79.49382114,3942,4228,22780,1875.850307,100244.6475,27440,1645,69.3393041,3530,3554,1796.094524,114259.5552,17990,283.6383078,2230,5302,3555,1404.777778,116150.2769,32695,213.6025496,305.3750926,13103,2013,4330,1318.094688,78846.01182,17795,50.88173512,1591,2566,3810,878.191601,53049.16014,10435,159.4546585,2258,4123,8225,1412.784195,64287.69385,9615,28080,308.2298298,169.4869886,2629,3944,1250.481785,79534.75604,33570,207.3629987,2765,3886,3810,1464.832021,181060.2841,6465,124.0158924,2189,5189,6310,1307.53645,83954.22331,37545,212.920844,663,4576,6095,1095.26169,172673.2826,9250,382.5574737,2093,14762,10750,1482.855349,135601.374,23625,169520,175.339045,1657,4990,972.935689,125747.4114,176595,10765,177.2727401,1021,2428,877.6746988,84801.41894,14500,80675,263.029442,12529,14264,1617.186147,157576.7359,103775,9565,231.3237061,1691,4547,1166.307958,84688.919,12455,6570,3992,31620,1289.040639,304178.6231,79960,9080,117.3462154,1332,13996,1038.193383,198502.2017,23740,26790,251.5098293,6409,12682,1541.923026,209042.9693,87005,1498,8295,9015,1464.184692,149296.3647,37405,10960,203.8439408,1943,10462,1376.443434,184420.0377,20860,3464,3680,26945,925.0577102,164685.9078,87745,101035,9482,15060,1696.218826,169562.1039,166635,1
113,160.7094979,215.0390671,1597,7645,4400,1861.573864,90705.18545,7145,570,87.91043335,213,4903,1991.184855,44691.9146,5060,30.1349545,3662,121,5855,2000.538856,40684.76941,8815,161.0146421,4114,4119,17665,1975.668837,9617.254044,18230,965,91.77722796,2403,2360,2038.394448,10640.06477,15555,140.4932995,1396,4193,1705,1923.431085,96192.84936,5280,293.2894477,609.5484009,12918,971,1805,1907.296399,75155.66007,5075,434.2077792,1934,2305,1645,2014.547112,21119.91951,7890,241.4305106,1591,3134,3225,2021.64031,22218.81016,3985,1915,185.4767169,229.3561252,1999,2818,1918.678423,110909.9651,4325,162.38081,1478,2320,2180,1931.509174,70799.13524,3290,396.5353494,936,5081,2190,1964.175799,26456.40973,3045,359.4169593,953,4555,2800,2017.453571,27457.55142,3415,382.1072446,5022,3958,6510,1970.352535,53300.03931,9115,1280,142.4949182,1507,4215,1759.735199,104669.0494,5925,260,362.0538799,600,1975,1697.588921,75734.9418,1975,10850,377.1393502,12264,13865,1951.966978,86680.81822,26900,245,169.435988,653,2204,1691.693009,51502.46199,1890,7033,9664,19310,1640.441222,127856.0555,31800,1325,333.3321025,1953,9991,1611.914769,79844.89501,8130,395,1486.978988,9082,15289,2002.278526,5848.579759,28615,1000,6144,4940,1489.102227,176106.9744,7130,2920,182.2359403,832,6897,1459.03652,150300.7312,7575,2345,2328,5830,1414.883362,207629.5267,15375,8305,6075,11528,1245.312029,113710.9474,35530,0
55,52.46305497,29.93583501,1007,5077,30660,1569.57681,306366.3074,59210,31860,167.0028941,213,4996,1443.533686,192561.9877,53605,121.6812806,4907,149,20660,1881.68393,81453.39526,28645,69.0535546,4389,4245,51515,1974.741046,53337.40319,53120,1600,75.52898989,2874,2804,1995.332278,45294.25713,12660,109.4023481,2527,3137,13140,1681.223364,295902.3341,34485,209.8455789,141.1932992,13427,1292,6240,1837.457532,131059.604,17535,149.5025916,823,1917,9075,1786.824242,56473.29087,9970,93.24982215,1361,3607,16140,1129.674102,220637.5121,69020,2165,79.88191194,87.63808502,961,1907,1381.113718,162287.9853,4935,144.5893613,1104,1607,3015,1575.215589,128761.8673,13095,118.0928532,416,4377,6390,1800.105634,117198.4278,8765,155.7387757,519,2207,7190,1749.858832,64938.41748,11955,91.92434422,5684,5062,15620,1610.056018,198932.2635,56370,53060,105.8679994,941,5003,1280.355898,282579.2426,67980,6675,77.62352943,556,1550,1059.937304,216799.3085,11460,52875,123.452184,11741,12312,1392.566241,167894.7496,80275,3990,111.0419016,1041,2050,1618.873967,129554.4325,6410,7570,9737,18255,1911.648042,124241.9487,66885,27480,114.5260564,1897,12978,1734.749636,211154.0141,48110,43360,545.1590801,9521,16203,1871.051701,159310.9994,87460,1255,6538,10955,1807.328161,255442.6915,19020,10490,62.97445849,840,6090,1550.440295,359510.4695,20665,3444,3882,13420,1822.247392,210665.6132,33745,108570,8178,19803,1795.52571,205015.1324,159815,1
24,229.1370537,160.55596,1422,7058,4770,1921.646751,82365.22008,9770,12385,343.7489075,1283,5229,1866.643129,196536.7184,21590,248.8058793,4248,989,7735,1941.071105,110229.1171,17250,129.6631766,7621,8207,20950,2021.222673,25850.39075,30530,9300,127.1112921,5500,4959,1967.276232,71361.1191,32125,146.8399793,1167,6504,2440,1839.309426,135383.6727,36735,250.6249264,324.7910672,12679,1279,3225,1766.382946,195818.7386,20890,119.919883,1469,4494,7160,1636.49162,350815.5516,29150,297.9857804,2456,5840,2525,1970.560396,79132.43249,4690,1165,405.3748442,321.3978407,3721,7839,1978.802497,68260.04953,5570,194.9564712,3501,7808,3565,1973.600281,51807.39001,8875,559.3388619,731,5046,4975,1768.891457,104848.9912,7445,267.1465999,1277,5338,2765,2007.889693,31663.3495,3760,155.981822,1062,10333,6190,1550.752019,211051.0572,10300,39540,115.1578753,2036,4836,1128.743701,293284.5304,46485,13415,203.9325145,937,3187,982.3324841,220395.2869,17340,51180,173.014588,12442,14276,1281.501963,241084.6453,72835,1285,168.4628157,1508,3295,1359.651163,274646.8952,3650,7476,10977,25740,810.8005051,132978.6912,86905,37660,121.2178409,1648,15834,1671.923574,201903.2469,64745,2005,371.2839482,9565,15680,2024.902007,25830.76549,48335,954,6394,4215,1754.75089,197722.0518,7455,4710,170.1300538,1610,9535,1844.188098,208380.1421,9415,9114,7731,38195,1254.776411,202957.8141,92895,137320,8387,15715,1708.374543,191200.2791,245265,1
154,313.3486003,262.5191512,3119,11475,5215,1655.009588,166635.7142,9265,2645,322.4120444,712,4569,1928.650662,128089.0882,11705,97.87439615,4326,156,4435,2023.142052,31101.72052,5205,226.4741043,4157,4263,13945,2035.043743,15725.85897,14575,640,171.0472593,2419,2485,2031.780226,20732.85283,9945,262.132141,1355,5547,2025,1954.864198,80347.86057,3955,408.7633072,622.5706273,13301,953,1550,2005.619355,36327.4164,3885,225.5908137,967,2669,2605,2013.923225,30125.10735,3565,760.4302489,1996,5295,2690,1907.54461,173208.1699,2760,475,417.3104447,242.4683151,1868,2894,2002.419444,35985.3324,2275,319.8228119,1769,2551,1820,2003.648352,37696.70052,2385,226.5784641,1232,5960,7040,1976.120739,72300.14309,8550,374.0483369,705,4176,2450,2008.642857,47417.98061,3220,431.4229367,4945,3936,5565,2009.902066,34850.85564,7580,6580,359.9549366,1889,3348,1944.449541,90959.37773,9305,615,287.0882929,650,2195,2033.842466,4724.577923,2075,17400,296.5008628,12408,14930,1921.518487,126673.7896,41200,880,211.8194702,1004,2457,1869.215686,175343.8064,2920,14953,11191,16590,1693.622363,210677.5207,57580,1915,330.1610361,1700,11805,2004.922456,45258.18623,8105,14940,192.0601368,9564,16248,1991.815898,66638.91204,81805,1341,8424,3535,1909.756719,161230.5038,5240,2315,284.0176704,1442,8720,1954.871545,86315.89082,5390,11072,12846,17680,1952.263857,105912.602,57450,16225,7655,15144,1999.775983,43190.74406,44705,0
137,703.8569284,175.8437512,1162,8069,4890,1998.48773,38063.30506,5355,6215,294.2453732,225,4497,1998.185467,64770.92339,13440,138.3540723,4531,127,1910,1992.120419,63295.29964,2570,169.7615061,4255,4436,18370,2030.285792,20703.34456,22015,1055,37.33284054,2467,2561,2042.858178,5113.040273,30035,171.6701185,1197,3614,1835,1755.841962,193698.0077,5190,376.0241106,600.7507478,12977,1188,2370,1675.978903,213685.1472,14845,779.4376092,2667,5079,2175,1946.593103,93554.25512,2500,906.1194515,1041,3473,3240,2012.563272,39263.996,7665,600,373.9531304,187.6627074,1783,2941,1789.009547,177192.735,2695,236.3493707,1459,2974,1990,1759.550251,249623.9862,3010,273.1493138,1174,5187,2555,1968.254403,42143.47735,4310,254.4027901,623,4155,2535,1883.923077,120959.3097,3510,386.7159853,4944,5037,6810,1900.64464,111251.6681,9160,1740,147.8912,1451,2857,1956.328509,86899.25966,5195,605,106.5810014,473,1283,1891.468852,136809.7572,2130,7950,445.4639434,11954,13787,1678.105624,219305.4161,22530,610,87.03653593,988,2330,2014.518106,31474.76778,2405,7220,10930,23075,1802.359913,177164.0601,51000,2650,203.2830759,1351,7950,1964.366207,90505.45908,9545,1210,826.2184461,9703,15851,2030.448053,17515.49972,27535,628,3782,4115,1958.374241,87763.77489,5970,1710,158.5004346,649,4013,1982.654219,62864.19302,5325,4985,9211,42780,1860.07784,241796.9198,143905,31045,6809,10474,1965.069119,88407.66126,60270,0
166,321.3543449,158.8890675,1379,9171,6235,1437.822775,207553.5396,14970,1090,66.60936828,0,0,0.0,0.0,1090,280.4984675,3795,1063,6000,957.4741667,85462.27267,10865,259.1427913,4281,4308,28765,2040.989049,8143.444518,29455,805,200.9087779,2546,2420,2039.031979,10060.36438,19880,392.2765036,1186,4254,1555,1849.655949,127652.8752,10865,553.2544978,539.1731879,12586,1586,1745,1866.707736,153968.3215,5690,207.2104929,1266,2408,2755,1847.288566,211448.002,5110,449.1651192,1356,4446,3685,1994.628223,51506.54835,4420,1120,181.0227321,262.7892404,1779,3830,1948.409669,85392.62352,3085,162.858469,1538,3069,1990,1914.133166,110693.1104,2840,226.8338169,568,3122,3620,1474.255525,235067.4306,5375,230.2027168,558,6778,3470,2020.182997,19154.6106,4910,249.3751162,1883,15202,6790,1940.345361,99066.3822,9905,16495,223.6017581,1905,5722,1896.525223,81151.42147,19865,785,291.026384,595,3762,1949.49827,69031.78633,2230,16185,295.8336518,11724,12611,1598.27921,233809.2116,31120,1415,160.0113729,1225,3457,1854.88946,167899.4762,3360,7457,9793,36065,1868.644808,166125.7663,9206165,4980,146.4208581,1816,13599,1962.360921,59234.44845,13015,6585,566.8406834,9599,16081,2011.41866,42302.55448,42330,1100,7637,4210,1890.532067,97694.25372,9335,2795,305.1869971,1286,8858,1842.618907,123664.4604,6180,3745,3960,17540,1606.371722,289461.3122,65770,309215,6846,15337,1903.081702,93727.84079,341405,0
128,137.5505776,158.1777822,962,5264,2895,1695.17962,182076.3822,9540,4095,156.4947749,250,4678,1930.581243,132907.6687,12465,61.36958942,4161,150,8200,1993.203659,62227.0756,9505,484.2225268,4096,4193,27475,2046.621656,374.3625883,27540,835,83.18216795,2566,2408,2026.009766,26490.02362,18755,74.73785089,1612,4681,3900,1644.139744,350863.2894,10040,193.952493,229.8687518,11757,1148,3960,1809.343434,199650.2709,9830,224.8556204,1159,1935,4230,2023.356974,27309.22718,5950,456.8325593,1333,3331,10235,2033.08256,15422.3923,10695,960,163.0286332,147.1839699,2117,2573,1851.727273,170780.1644,4205,188.3072381,1865,2497,3570,1971.012605,62727.892,4400,225.3347889,445,3412,3390,1774.786136,100608.3097,289410,88.22732679,643,4046,5005,1859.789211,203170.0205,9800,270.825744,1815,9710,10490,1861.112965,196225.9829,15630,13515,139.3496773,1312,3981,1775.10687,220530.7046,20065,3965,88.86307487,548,1887,1849.539898,196200.8494,6910,12210,309.6857557,12178,13889,1765.536204,152376.8461,30440,930,148.8748466,1091,1826,1940.900452,92460.27516,3140,7255,9718,29120,1816.919815,183345.7506,80870,3945,120.158797,1113,8588,1887.704545,113938.2856,12085,11020,220.7231281,9373,16317,1958.988035,75421.95608,46540,991,4673,5960,1854.086409,194101.2065,9625,2475,169.1559628,1121,5307,1854.03617,153578.7285,7175,5543,6116,23640,1866.126481,191168.3326,46665,48275,6259,14176,1790.781679,198167.4021,90850,0
29,137.5240305,56.24826417,901,7768,15535,1735.374316,147139.4328,25415,14240,390.6281629,629,5271,1936.734048,125063.4832,23565,415.6116681,4195,666,9400,1889.161702,175492.4451,39545,173.7041424,5717,6232,31770,1894.349544,81284.75648,45810,2745,105.2394211,2955,3104,1629.501194,103314.6689,25780,169.6124302,2231,5186,6620,1932.396526,113993.5082,27815,100.0968273,76.61283096,12535,1757,14000,1909.185714,153781.1212,50810,370.6397907,1016,1947,8305,2008.26189,34842.34984,11405,112.1552782,1717,3554,6150,2002.942276,46829.8674,8950,7730,102.1791366,188.9738042,2252,2860,1607.725722,387278.8237,11540,104.7707468,8843,3956,5365,1738.169618,295267.0803,25925,157.5410153,700,5187,6435,1494.921523,89086.69703,8250,109.649568,1046,4816,8315,1839.69994,264933.5389,11690,266.4934626,6589,4786,7350,938.192517,79062.58947,11850,7160,59.70390883,1658,4060,1145.431478,135813.2614,16500,2625,65.80859324,481,1944,1167.702317,139185.7955,5430,24395,177.0499858,12176,12849,1291.656959,217089.126,47745,5585,82.52270088,1571,2647,1122.009682,192515.5642,9200,7417,9719,30360,763.80583,126560.3218,107370,3515,254.1574435,2272,17035,1821.606757,144603.9467,10915,18795,216.7880322,5611,11754,814.3981018,155845.8995,37760,1199,6305,6070,880.9439868,135794.7959,12330,4160,173.0011409,1571,8876,884.1504606,102579.5301,9045,5274,4468,10750,1673.416279,217060.8774,39840,52200,10136,18024,1705.952331,157649.098,90485,1
56,197.8908098,138.5109574,1912,8214,5805,1895.567614,87773.10848,8445,3815,116.6480101,441,4905,1967.127816,84084.05079,14690,36.81990389,4400,207,6635,1727.600603,94276.55337,10735,152.4812696,4329,4628,18970,2000.926463,41192.23629,21665,605,118.2076044,2422,2427,1996.22829,32182.53686,19375,184.2174395,1614,5208,2430,1907.006173,83238.82095,5735,128.549512,265.521679,12922,1169,3585,1399.539749,199469.9639,22500,154.3797549,2611,5301,6515,1960.137375,55589.28351,15270,204.6259357,1431,4015,12045,1887.253632,119482.7182,21820,21660,67.09961345,37.37097307,1992,2028,894.781025,328738.9656,33465,54.4988015,2326,1814,5970,1212.578727,198145.9339,10735,65.50232728,501,2131,4125,1567.111515,94043.70878,6890,52.1579077,983,2822,7575,1248.411881,203605.9069,17480,149.020494,2078,13556,14910,1663.152918,317193.5983,26905,47065,88.53509084,1386,1454,943.5493421,229778.1134,54665,5165,215.6767622,339,1307,1419.165703,195834.9706,7760,94480,123.2419824,12000,13573,1168.568301,290510.0311,149055,5710,117.0608633,744,1960,1645.97,195606.7258,8710,7471,10043,27710,1819.413028,152754.3947,72155,12365,154.1083332,1842,16024,1801.718623,191071.4241,24715,23635,275.1977803,5549,12083,1975.439876,51932.21277,62305,1323,6916,5455,1677.23923,341822.9923,13730,6255,168.3666734,1620,10413,1864.919083,155695.3663,13670,2995,3012,20905,1369.964602,245845.165,57735,70635,8292,15991,1856.262837,155739.528,106760,1
41,174.4358932,158.6612715,1798,5962,4875,1784.38359,116210.4211,6880,12545,271.86552,966,4785,1873.575249,163973.0819,30120,248.3492761,4287,1185,13150,1826.298099,238074.8047,18285,289.7952403,4078,4315,4980,1881.721888,194098.5903,12430,575,64.8025869,2506,2307,2039.594368,8919.811092,19040,323.5830871,1553,3667,3015,1929.794362,95269.10531,10750,186.8811019,497.2271614,13181,1050,1945,1942.676093,88673.59174,9805,159.7602687,1365,2775,3565,1894.30014,115569.6771,5100,173.1781847,1040,2344,5195,1869.756497,55511.30452,7650,1710,370.8336629,275.3249094,1178,2669,1380.869369,168295.6541,3930,145.2156488,1296,2324,2260,1487.506637,153807.48,4470,302.54843,1061,5116,2630,1975.794677,57030.45594,3680,202.7452009,472,3139,2500,1605.948,110268.4093,3810,214.4524355,1233,11845,6345,1206.840032,155259.2549,11545,5520,124.2666045,2036,4787,1953.73785,86708.83849,12310,6760,186.9839141,768,2486,1927.213018,132737.0404,10140,19350,255.412917,12170,12584,1443.023188,203133.226,31425,730,255.9118302,1383,3693,1938.881481,76941.02299,2080,6458,7478,23735,1283.716242,225277.2549,123730,5880,181.3045545,1724,17547,1549.862903,102021.3056,13940,4805,305.9273794,9604,15409,1991.510484,57647.46855,48205,960,5670,5235,1802.202483,225686.513,8970,3810,144.6883415,796,6642,1485.987026,283937.3302,8820,3540,4034,20670,1494.766328,200184.5627,50555,49330,9732,20172,1357.563486,121864.4404,88000,1
109,203.4501469,97.2109766,1418,7111,6840,1425.127924,166810.8367,9955,1110,31.483686,371,4777,1801.774815,114772.2515,7860,95.89772615,4990,363,10290,2011.803207,41748.60024,10875,108.8007865,4427,4205,17580,2037.223834,10093.02925,18195,480,27.06656353,2475,2439,2039.734786,9589.523951,13790,238.0623574,2121,3740,1975,1960.288608,87501.11164,4360,212.6287314,365.6628785,13105,1028,2680,1835.470149,172361.3051,8320,95.13060822,1339,2574,1775,1926.687324,90719.70223,2920,383.9528919,1253,4518,3420,2029.131579,17877.27801,4059,2935,96.53038316,206.7425493,1593,2465,1979.112676,65353.54129,5065,134.3896103,1569,2314,2190,1999.545662,50693.97394,3000,55.81659522,463,3740,2385,1646.339623,149043.0042,5505,415.1030039,519,3965,2900,2023.748276,25105.01595,3455,295.0096308,4158,3370,7430,1975.105653,78002.22773,10665,22354,129.4823686,2045,5226,1763.35562,206270.6933,32674,2850,90.59159287,753,2879,1715.513514,230179.1433,5995,4895,576.8680163,12241,13794,1978.718091,66256.71368,19350,2455,188.9704823,1107,3476,1695.798687,238573.6881,4740,7290,10498,22480,1716.552046,196779.4008,51730,2665,203.4712561,2141,13737,1879.861309,145823.9082,10380,4490,722.6869652,9567,15564,2006.997188,47692.08856,25830,926,5903,4075,1751.11411,213700.9035,6315,2655,179.7349846,1227,8714,1778.656136,245689.8368,6770,6525,6635,13160,1769.575608,267267.916,35300,21195,7630,14986,1730.894382,194188.1956,51635,0
