,minHBint2,VR3_Dt,ECCEN,VR2_Dt,ATS7s,ATS7v,ATS7i,ATS7m,ATS7e,VABC,ATS4e,ATS4m,ATS4i,ATS4s,ATS8e,MDEC-22,ATS8s,ATS8v,SP-0,ATSC8v,ATSC8s,ATSC8m,ATSC8i,SpAD_Dt,AATS8m,AATS8v,VE3_Dt,R_TpiPCTPC,VR2_DzZ,MDEC-33,VR2_Dzs,VR2_Dzp,ATS5e,VR2_D,ATS5m,ATS5s,ATS5v,SdO,fragC,SpDiam_Dt,AATS7v,SpAD_D,ATS1m,CrippenMR,AATS6v,maxaaN,SpDiam_Dzs,SpDiam_Dzp,SpDiam_Dzm,ATSC3v,ATSC3s,ATSC3m,ATSC3i,TPC,ATSC5s,minsOm,minsOH,AATS5v,ATS8i,ATS8m,BCUTw-1h,ATS8p,ATSC2v,ATSC2s,ATS4v,ATSC2m,ATSC2i,ATS3m,WPATH,SpAbs_Dzp,SpAbs_Dzs,ATSC1v,ATSC1i,ATSC1m,MPC9,SHBa,AATSC8v,AATSC8m,EE_Dt,minsF,ATSC0v,ATSC0m,ATSC0i,ATSC7s,ATSC7v,ATSC7i,ATSC7m,SpAD_DzZ,SpAD_Dzi,SpAD_Dzv,SpDiam_D,AATS1v,SsOH,SHBint10,ATS2v,ATS2s,ATS2i,MPC10,ATSC6s,ATSC6v,ATSC6i,ATSC6m,ATSC5v,naasC,VR3_D,VR1_D,VR1_Dt,AMR,ATSC5m,ATSC5i,ATS3v,ATS3s,ATS3e,ATS3i,SHBint9,SHBint8,SHBint2,SHBint7,SHBint6,SHBint5,SHBint4,ATS0s,ATS0v,ATS0i,ATS0m,nTRing,TIC1,TIC2,TIC3,TIC4,TIC5,ATSC4i,ATSC4m,ATSC4s,ATSC4v,MPC6,nAtomP,VR3_Dzs,MPC8,VR3_Dzp,VR3_Dzi,VR1_DzZ,VR1_Dzp,VR1_Dzs,VR1_Dzi,VR1_Dzm,VR1_Dze,AATSC7m,minHBa,ALogp2,SaaN,ATS1v,ATS1i,VR2_Dzv,ATS2m,ATS5i,mindO,TopoPSA,VE3_DzZ,VE3_Dzv,ATS6s,VE3_Dzs,VE3_Dzp,ATS6v,ATS6i,ATS6m,VE3_Dzi,ATS6e,VR1_Dzv,VE3_D,WTPT-1,Class
162,0.0,9.7339,235,12.3956,128.3333,5803.5684,9922.0377,1773.6757,423.2929,194.5362,630.9617,5052.1867,13030.1812,216.3611,195.7478,2.066,60.0,1600.5084,12.2757,319.3243,-12.8963,-421.8615,29.7109,457.0674,10.4207,66.6878,-6.9644,13.6785,14.8238,12.7625,15.2283,9.5263,578.2987,25.5242,3399.8431,175.0556,12389.2263,0.0,135.04,258.2971,101.817,119.4634,3444.5142,68.636,152.9894,4.0353,61.1235,73.3173,59.468,-387.135,-0.3952,-58.9364,-18.9372,961,-6.3039,0.0,0.0,160.899,4541.9445,250.0969,15.9949,13.7028,545.2941,5.1715,15848.0303,497.6458,0.5841,5400.6944,523,106.1957,86.2678,99.065,7.5279,100.6191,145,8.3657,13.3052,-17.5776,227.5548,0.0,1532.3498,1030.5607,50.3102,6.3946,678.6573,0.8889,577.4924,83.6687,82.304,95.7038,86.3125,281.1622,0.0,0.0,14854.1134,160.8889,9031.667,140,4.3507,-497.5697,-36.4156,52.297,-701.3831,6,11.034,459.4354,223.1215,69.2639,-614.1096,-6.365,16209.1274,186.6111,537.9305,10746.5308,0.0,0.0,0.0,0.0,0.0,0.0,1.7019,92.2222,7279.6586,4998.2219,2877.4627,10,103.6059,124.0703,132.0703,140.0703,140.0703,-2.1491,-648.4272,-6.9736,-822.4277,109,14,10.1043,156,9.26,9.9396,266.8289,171.4737,274.1087,250.1366,267.034,267.9596,10.1314,3.505,0.635,7.9999,9559.5165,4987.5126,10.586,5206.2455,12395.4762,0.0,54.71,-5.9218,-3.7864,135.6667,-8.7605,-2.4063,9179.3668,9538.1714,2660.9929,-5.3325,439.7579,190.5475,-6.7285,37.9044,0
137,5.8704,21.645,1102,11.3473,409.3333,27314.2516,19646.8544,8741.2732,983.0934,418.1814,1032.0165,9212.3044,21194.356,440.0833,975.9711,20.6009,384.3889,25903.9021,24.4846,-459.6542,6.7188,-226.7013,-9.0662,1025.0378,61.1448,199.2608,-16.604,12.0358,10.1802,13.4976,10.4716,9.2859,920.8541,10.8169,8639.4323,381.6111,25560.912,13.3585,421.06,742.0947,215.0728,510.8352,6520.7001,146.7977,236.0581,4.64,292.7609,380.7132,284.4886,-777.731,-4.5456,-230.2586,-46.2795,1471,-9.5613,0.0,0.0,214.7976,20053.4257,7948.8191,15.9959,191.1256,-388.4765,7.9082,26504.9831,135.0003,-22.677,9940.9989,4440,518.9478,377.9137,120.972,-3.8309,94.2966,232,25.7224,-3.5358,-1.7439,512.5189,0.0,2864.6071,1829.7496,91.5794,-25.4862,-535.9044,5.3215,-888.1494,372.4965,363.6431,461.246,383.4092,296.0388,0.0,2.4434,27079.8843,337.8889,14962.1228,249,-1.6571,-489.4526,-9.7627,-188.6253,762.1919,7,21.4727,389.4085,408.5032,155.0909,74.8645,28.7232,29019.7389,409.7222,999.5238,19911.6799,0.0,5.385,5.8704,0.0,2.6615,0.0,2.6637,219.0833,14795.3877,9087.8819,5646.9972,8,181.2794,240.4017,307.8886,335.008,335.008,14.8129,50.2071,13.7724,121.1156,151,35,21.3559,209,20.9232,21.323,366.4869,334.2914,376.9764,373.5497,366.4538,366.2738,-6.9933,2.9762,7.09,4.64,18650.4433,9030.8605,9.4607,9557.6444,18690.1231,13.3585,79.37,-7.4127,-9.6458,392.3056,-6.8041,-18.1624,26674.562,17031.3739,9151.8394,-8.0374,873.6058,340.5846,-5.4276,75.4756,1
51,0.0,22.8486,1199,15.8524,479.2778,23022.2885,18896.4413,8262.309,924.0807,437.2103,1271.1004,12358.1994,25284.3065,540.1667,753.7561,21.3119,302.8026,20583.6331,0.0,-58.8839,-11.2488,679.8653,-10.5318,1051.2471,74.9995,205.8363,-5.0457,9.9848,15.3688,9.3179,8.5344,12.4105,1135.7792,12.6117,10768.0007,465.4383,28719.4699,39.8255,421.08,741.0251,191.8524,517.742,8173.5631,138.85,191.8542,0.0,635.8504,354.8368,266.3365,-684.4379,16.3897,-487.111,-50.9765,1572,-33.4694,0.0,0.0,195.3705,15262.004,7499.9461,31.9731,155.0826,406.9521,34.0223,32456.8188,665.5464,29.6548,13220.0124,4517,459.8963,782.1539,72.6113,-15.2837,552.6256,243,39.8153,-0.5888,6.7987,525.3201,0.0,3065.6384,3003.4904,95.796,68.5285,484.1335,31.2914,107.677,343.3529,387.5198,451.6746,403.8535,300.4951,0.0,0.0,29203.8129,381.1914,16383.9228,253,-10.5216,71.4134,-7.8688,-151.2483,-100.0045,6,22.0253,454.0202,570.6858,153.5565,-220.946,5.0449,33766.5616,429.5293,1094.7484,21265.7094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0529,15146.0687,9208.0816,7474.9442,10,203.1858,257.4084,306.7114,330.3211,334.3211,-23.253,-1764.2917,-45.3221,-1237.7494,167,25,20.6194,221,21.9674,22.7628,553.2761,446.7769,307.2366,557.2354,554.6299,480.0679,0.8973,-1.6683,1.905,0.0,19231.6838,9026.928,16.7825,12086.0289,23101.5947,13.033,100.49,-9.7003,-7.2861,385.8519,-1.5716,-10.332,25708.4634,20876.7246,9585.3354,-5.8509,1018.4138,604.1709,-11.1556,75.0973,0
15,6.9819,24.5784,1208,16.9523,369.3333,26559.8601,19739.3593,8120.7201,952.6221,443.6498,1083.4736,10381.8243,21979.8913,433.7222,889.3229,0.0,358.7778,26692.4507,25.4761,-151.8098,-8.9637,-64.4704,-12.789,1320.9538,69.2844,224.3063,-13.9358,11.5545,16.8275,16.6209,29.2886,24.0408,1022.7684,13.582,9357.0583,422.8611,28113.5214,13.0836,530.05,945.3158,207.4989,557.8139,6865.6607,158.9844,205.059,0.0,323.9134,481.6293,319.7366,-134.104,10.8202,260.0455,-37.1442,1758,-5.2215,0.0,0.0,211.3799,17805.9317,8244.8436,15.9949,193.0898,-455.9264,-2.3526,30902.811,-181.2211,-15.0292,11021.3147,5169,596.8398,419.1256,232.918,22.3032,98.2096,259,19.0012,-1.2757,-0.5418,660.4769,0.0,2975.5706,1812.9049,94.1263,3.7099,895.0903,38.5859,395.6285,409.0741,390.8733,532.0157,431.9911,306.2453,0.0,0.0,30232.017,334.8889,15317.6581,286,-4.7724,-45.3372,48.0771,-415.7902,-844.8259,10,23.7361,516.1148,644.1864,167.0735,-634.3788,-6.1291,32994.0071,424.5,1049.2627,20910.9208,0.0,0.0,6.9819,0.0,0.0,8.8196,0.0,217.6111,15849.5476,9282.8136,5823.8216,13,145.007,188.9162,255.3548,288.4134,302.4134,-51.1368,-260.5456,-3.2562,-743.4811,189,38,26.6562,258,25.9059,24.3925,639.4436,913.5493,1112.9665,613.4449,639.5634,640.3024,3.0908,2.7586,12.5557,0.0,20212.1894,9379.5811,21.5597,10016.8227,20912.317,13.0836,65.85,-15.6206,-16.477,411.1667,-13.8438,-16.7256,27272.8482,20909.0892,8578.0482,-15.3511,1011.4274,819.2678,-29.0336,80.5302,0
45,0.0,34.6447,1388,73.3834,531.2222,37025.7505,31303.6451,12119.5476,1501.2228,498.5554,1370.7852,12216.6265,28076.9956,531.4722,1403.061,0.0,482.9444,35910.6521,29.0117,333.0317,3.4493,399.7088,-14.3968,1220.6632,62.506,193.068,-9.16,11.0512,20.4376,12.4945,15.045,13.9944,1358.0721,18.8269,12644.1396,526.8333,36698.0731,13.1182,595.08,828.4222,188.9069,663.3833,7955.1943,173.075,204.2323,5.0766,393.8348,482.3826,346.9879,-162.9949,0.016,41.5939,-13.1573,2077,-22.5184,0.0,0.0,210.9085,29296.0169,11626.1221,15.9969,260.7999,-414.3817,4.9903,34959.7119,-32.574,-4.565,12143.9779,6819,694.9373,553.104,-15.8921,-17.6635,200.7312,363,29.1716,1.7905,2.149,610.3316,0.0,3587.5347,2352.2417,113.1636,5.9189,-209.2349,25.6013,-244.3149,498.6779,488.629,616.6491,457.1565,285.5758,0.0,0.0,32460.5083,401.3333,19760.0902,438,-19.2147,-1384.2397,-30.0547,-1111.0131,61.8608,8,28.7949,809.5582,3155.4852,181.3356,-327.031,3.3102,35715.6464,488.6111,1320.8342,26906.8206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.3056,17590.2633,11412.9685,6827.5943,8,230.8392,282.7949,356.7507,403.4797,410.2346,-9.3641,227.9227,-9.8467,45.7876,188,23,27.8307,301,27.5194,35.1304,878.8164,601.7574,646.9363,3532.8642,878.2743,870.9002,-1.2465,1.8968,5.5658,14.335,22274.9098,11236.3086,13.2747,11443.8395,27438.786,13.1182,84.59,-5.2426,-4.4954,527.6944,-2.8169,-6.005,38395.6678,29590.3759,12726.8772,-6.9491,1455.4648,570.8107,-20.0508,90.369,0
29,0.0,63.2426,1303,121960.3403,449.1564,27862.6312,19010.7028,12070.2759,958.7814,458.9998,1151.795,14897.1327,21800.6259,659.7932,889.05,13.4217,419.8848,25052.2153,28.25,835.7081,16.2599,1012.3682,-5.8643,1538.5209,110.4351,227.7474,-139.5868,8.2138,121959.915,29.0954,353.4002,121959.1537,1136.7109,121959.193,12913.7025,696.3992,32349.8218,53.0987,569.1,1093.1107,232.1886,580.7311,7691.0159,150.8584,237.4543,4.488,338.5983,471.3972,336.1408,254.9039,-5.3296,528.6799,-27.3307,2201,-26.0556,0.0,0.0,234.419,17712.3946,12147.8598,34.9689,173.0524,-398.7215,-3.3775,35074.3327,106.5468,33.3525,13977.3449,5800,602.476,448.9174,125.8388,-3.008,16.7619,378,59.5685,7.5973,9.2033,709.7827,0.0,2426.5336,2288.4521,92.2753,18.4435,-150.8107,-24.0911,0.3254,439.1707,423.982,549.1861,442.1865,320.8858,0.0,0.0,30533.3288,392.4074,14849.851,405,-28.4225,-558.7544,-33.1595,-433.8687,-523.0251,13,63.2426,5000326.912,5000373.954,163.2372,-1350.6092,-4.5922,35899.2437,526.4856,1062.9206,20213.9441,11.7314,11.9764,0.0,0.0,0.0,11.7314,14.9839,356.5331,16212.4688,8855.4724,7749.9995,13,173.1139,202.6424,245.4552,266.4747,272.4747,-27.4267,343.3857,-17.0729,-581.5074,226,40,39.2828,319,63.2426,63.2426,5000356.513,5000325.302,14489.4079,5000364.87,5000356.482,5000356.281,0.0027,0.2661,1.6479,13.3568,20215.8036,8992.3933,121959.2906,12033.1016,21720.5227,13.1375,131.01,-144.4542,-139.7282,503.4239,-24.519,-139.3834,29444.3304,19374.4845,11940.6012,-139.7282,996.7754,5000330.913,-146.4733,85.9705,0
69,0.0,24.1926,1104,12.6754,392.6667,26477.9956,15619.8622,10398.2545,821.4291,409.5358,996.4767,10474.7843,19853.5951,428.6667,869.6991,21.1972,348.3333,28107.5461,26.0201,101.6092,6.6667,493.0231,-10.6225,960.094,86.9072,246.5574,-134.9273,26.4673,12.0625,15.6888,11.9044,15.2292,886.1508,12.6277,10380.9495,396.6667,25810.6433,0.0,543.09,615.8727,259.5882,556.7151,7296.8518,151.053,265.1618,4.288,232.7312,327.0461,226.0378,-484.3485,10.9197,408.4862,-68.0432,1836,-18.3495,0.0,0.0,238.9874,17112.8188,9907.4202,15.9969,194.5814,-652.9078,6.6614,26749.1014,17.4722,-16.3281,10255.5099,5205,497.7689,350.751,-3.9332,8.6473,141.0646,318,18.0931,0.8913,4.3248,480.047,0.0,2535.1873,1718.9506,96.3388,10.3975,-797.0903,33.9233,-190.8995,343.3382,348.748,420.3952,367.2459,305.4468,0.0,0.0,27692.9265,362.6667,14528.9081,381,8.4033,161.2443,64.857,-294.8413,308.5125,12,24.1779,492.4811,494.3406,157.7448,-264.0724,-8.5841,27996.8105,385.3333,926.763,18158.6946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0833,15374.0718,8956.1427,6291.2931,7,131.0732,157.3379,203.8672,224.1319,230.1319,-11.4785,63.8417,-15.1687,844.2686,171,39,23.9478,258,24.9084,64.9301,470.4389,593.9378,464.2731,17000187.31,470.5023,470.5737,-1.8716,6.031,22.5188,25.5712,19243.148,9095.7667,13.5953,10578.5847,17345.3421,0.0,116.76,-132.1109,-134.7043,401.0833,-32.4683,-138.3877,25455.5305,15145.1325,10397.5636,-130.911,801.6831,530.2167,-139.7,82.2824,0
30,0.0,18.85,894,9.1671,357.4722,24145.7949,15529.0854,8354.9079,816.4324,389.3832,1076.8177,9931.3872,21181.729,440.75,910.9932,16.5751,400.0833,22331.7468,22.5264,386.0898,-4.3142,-37.9063,27.8099,1014.0453,65.4554,192.5151,-6.2701,6.3181,16.2174,17.2113,20.3242,18.1895,1056.6178,15.7591,9902.0266,449.5833,27601.1612,25.3832,388.06,692.0931,232.1711,389.8459,6167.1921,121.315,214.5511,0.0,252.9443,282.2449,228.4705,-714.4838,-5.8001,-248.2497,-29.8673,1923,1.8966,0.0,0.0,202.9497,18262.7544,7592.8272,16.0065,157.6903,315.9248,18.1849,28967.2696,232.29,17.2703,10414.5018,3098,396.3284,337.6218,19.3023,-9.0385,122.1627,354,44.6002,3.3284,-0.3268,505.9351,0.0,2512.521,1710.4076,74.3314,-18.1047,-899.1098,-26.8461,-536.5361,306.961,304.3145,354.5199,287.3315,298.2424,0.0,0.0,25587.9143,343.25,14191.0864,395,32.2688,590.8899,35.5394,199.8507,611.0813,8,20.638,520.0509,302.5145,134.9684,738.956,-14.2023,29796.4393,395.1667,957.9143,18234.8968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.5833,13350.8155,8075.3795,5390.4725,10,169.9774,230.6484,277.668,285.668,283.668,-11.1301,-251.6085,-6.995,-455.4113,185,23,21.4775,286,21.1113,20.6299,535.1732,600.2551,670.6989,518.7773,535.2004,535.7599,-5.159,2.0677,5.8288,0.0,16999.8192,8050.4976,26.2921,9377.869,21119.1004,12.5735,65.07,-7.0665,-4.0861,528.5278,-5.5169,-3.8232,25531.5803,18654.9452,9780.164,-8.244,967.1478,867.6407,-7.441,69.5132,0
140,1.5697,8.3568,288,5.7679,119.3333,5834.5654,5649.111,2063.0501,269.835,185.3585,426.7147,3896.8681,8756.312,202.9444,207.3352,2.8529,78.5,4780.4108,12.5352,110.3125,5.0306,188.8145,-18.836,290.2158,65.9164,177.0523,-3.7081,8.7072,6.7634,3.6194,6.2847,22.2946,384.4349,7.812,3214.3274,181.4444,8331.3894,11.9183,94.07,204.5766,176.805,142.984,3373.9225,67.9057,194.9889,4.2429,79.3999,120.0048,79.2239,-109.1287,-2.8039,-332.6985,14.1302,487,8.1111,0.0,0.0,170.0284,4490.265,1779.7431,15.9949,34.0502,5.3112,6.2885,10461.8406,204.4753,4.6143,4293.7431,624,158.9478,99.9814,-35.1228,-16.4743,42.9826,56,17.1871,4.0856,6.9931,145.1079,0.0,1201.699,934.4536,50.9803,-26.6531,-146.7502,2.1853,-489.4062,101.4632,95.533,138.5823,108.8564,271.12,0.0,0.0,11578.0104,183.25,7730.1829,51,-4.8333,-55.4384,-8.8646,46.4243,44.2264,3,8.9029,140.6167,103.8218,66.9011,247.6892,-6.8398,11345.7154,203.5,435.0342,8930.9625,0.0,0.0,10.5423,0.0,0.0,0.0,7.2662,140.3889,6645.7992,4696.8061,3030.2103,4,107.4865,123.0962,129.8511,129.8511,129.8511,-4.119,-149.9662,2.6723,-420.7103,57,17,8.5113,62,10.7905,8.577,121.7412,401.3025,113.125,117.3294,121.7619,121.8961,-14.8305,2.5747,0.6118,11.5039,8133.6015,4672.6481,11.9357,4881.4329,8168.8852,11.9183,87.97,-2.9998,-2.1221,152.9444,-3.7997,-1.9139,6824.6109,5898.4481,2977.2973,-3.2763,287.7134,214.842,-3.5466,36.9166,0
24,0.0,26.5816,1416,19.2307,554.8611,28706.9828,28932.1525,8918.7721,1363.0891,504.3426,1830.7634,13744.6849,37889.6016,800.0679,1151.497,0.0,365.2685,25635.4264,27.8548,-371.5309,15.9442,317.0827,-55.9597,1161.3223,52.9031,164.3297,-3.5543,5.6079,13.8071,10.5537,19.5588,15.3631,1604.5439,13.4373,11700.5153,678.6142,35896.2584,66.1618,465.09,831.4188,158.6021,639.802,8509.8471,149.22,171.7082,0.0,671.0605,527.2519,407.1558,410.8625,33.8956,491.5196,-28.7566,1733,-69.9029,0.0,0.0,173.4119,24581.1578,8252.8791,31.9721,201.6467,77.4163,42.5002,40021.1524,395.6173,22.2318,14743.2721,6208,669.602,843.4545,70.238,-20.9192,607.5985,278,71.0126,-2.3816,2.0326,580.6612,0.0,3761.2995,3110.9921,109.9578,36.3014,-703.5992,8.0617,5.7464,507.7924,531.0751,637.7119,503.567,276.5461,0.0,0.0,33316.6523,454.6852,21945.2043,290,-93.1876,-1907.9035,-37.4251,-1464.3274,171.2066,4,25.1476,537.4912,769.2294,150.5755,-916.4682,26.8487,41268.5956,590.463,1585.2832,32480.8266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.6328,16563.4612,11701.214,7401.9896,10,231.1379,302.1344,372.3474,391.8572,395.8572,2.768,-1095.3963,-32.9716,-164.8671,183,15,26.6492,243,25.6834,25.717,552.2827,614.5241,782.3507,619.7069,552.2439,668.158,0.0317,1.3679,3.9525,0.0,21570.5946,11175.5679,13.645,12293.2756,33226.0801,13.2117,103.45,-14.8066,-9.8053,563.8056,-0.9396,-16.2337,32281.1463,29510.9615,9782.5831,-7.7379,1438.2395,545.8014,-7.8752,83.0069,0
60,0.0,30.6538,1040,66.4465,648.6667,36834.3209,25881.3816,13493.4344,1304.8587,430.5515,1357.3698,13781.8202,26946.4273,657.0,1252.0132,21.6246,589.0,34676.7149,26.25,-357.7582,-32.5,-798.8221,5.1182,1426.5735,73.4281,216.7295,-10.0779,5.2765,14.6481,24.8027,11.2019,24.6175,1348.1375,19.4566,13453.2395,670.5556,36510.1581,42.5727,634.08,959.4766,223.2383,473.6042,7353.7275,151.7935,220.5889,4.1678,335.0087,343.8465,266.6446,-56.4958,-11.0556,72.074,-7.536,3257,-6.5556,0.0,0.0,214.7656,24938.8263,11748.4914,15.9969,241.78,-683.1075,-3.4444,37531.5297,-113.6949,-27.3446,13259.5524,4441,496.9273,461.7054,60.7795,0.0026,148.6536,636,47.0598,-2.236,-4.9926,709.7827,0.0,2823.7528,1881.1728,97.3622,-6.1389,321.8686,5.6115,4.6077,374.8092,362.5063,454.9601,329.1759,302.1779,0.0,0.0,31898.6674,368.1111,17049.3186,773,15.8333,401.3466,-13.3639,426.4239,-209.202,3,25.8638,758.806,2591.4122,158.8743,-141.4812,-3.874,37392.4452,521.2222,1257.8871,24970.8203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.8889,15647.5258,9426.4499,6242.4093,16,189.907,247.3939,311.3939,341.6585,352.4134,-4.691,-162.817,9.2222,-540.2815,290,15,23.7106,513,26.7814,24.666,571.2744,960.0841,436.8732,558.144,571.3411,571.7641,0.0279,1.271,3.1812,8.3334,20245.9201,9628.4279,19.1991,11526.1028,26738.599,14.0663,88.4,-7.1743,-10.291,671.5556,-10.8592,-13.5382,36617.7574,26052.3591,13799.9094,-6.8228,1314.9683,748.7664,-6.448,83.002,0
167,5.5404,21.1175,875,22.9537,349.2778,20642.7715,15584.1543,6646.0996,781.2851,373.1138,900.7082,9236.6738,17673.9842,459.4722,684.8477,17.3501,302.5,17569.782,22.2419,-124.2838,-7.2825,-37.8741,-10.6761,812.3251,65.704,197.4133,-4.0095,8.3625,17.4888,13.5408,17.6578,22.397,884.4359,12.8075,8735.6404,448.7222,25131.2863,37.6068,304.06,568.0875,204.3839,399.1446,5772.817,125.0777,210.3767,0.0,236.5991,342.6729,226.4902,-34.7259,-26.5912,-276.4996,0.0267,1476,-23.7244,0.0,0.0,224.3865,13852.6738,5847.6597,15.9979,124.8083,-205.0128,7.7821,25616.3741,188.2953,-13.0596,9382.7566,3076,444.5062,307.529,65.5576,-4.8964,71.4417,241,47.4102,-1.3964,-0.4256,406.1626,0.0,2397.2741,1616.3093,74.6446,-27.4668,-334.4483,-6.2441,-471.4331,296.1356,293.7811,379.2788,302.4901,299.4005,0.0,6.4299,23757.2041,319.6111,12858.3894,267,6.769,98.9997,-2.257,203.4017,-314.5889,6,19.2505,409.8406,734.5188,132.803,-436.9548,9.748,26562.742,412.6667,891.1785,17235.9479,7.0967,0.0,5.5404,0.0,0.0,0.0,2.8914,278.0556,12923.1383,7789.4563,5185.4204,7,152.0771,196.135,251.4379,273.4379,277.4379,-4.2671,201.4848,28.1207,47.439,147,31,20.2781,217,21.0389,19.553,559.6412,716.7029,565.0483,450.4773,561.8328,559.5197,-4.6677,1.2165,1.0793,0.0,16167.6275,7682.386,22.4075,8646.9348,17120.9294,11.2811,75.71,-4.9127,-3.7247,430.2778,-9.8873,-2.8726,23562.194,17177.6346,8058.2207,-4.4435,865.7699,717.0397,-4.5505,66.4556,0
19,0.0,34.3309,1207,55.6059,721.9444,44875.9647,30499.7155,16720.2647,1526.8551,514.8364,1390.1035,16719.5918,27066.5516,602.534,1329.8452,0.0,621.5741,36657.786,0.0,-351.038,-48.9001,-1835.4984,34.4857,1611.6706,72.1759,213.1267,-18.0263,17.3285,27.8723,34.2723,17.8249,18.7526,1478.1792,17.859,17822.2009,657.9969,49785.5759,14.1613,709.06,1085.4144,225.5074,580.7398,8301.2107,180.2179,248.7301,0.0,528.2094,315.1545,287.7358,179.8668,-4.7074,440.3352,-10.2678,3140,3.9623,0.0,0.0,254.008,27026.9549,12414.248,31.9721,268.6201,-173.5088,-2.6105,47195.312,156.7876,1.8748,15534.1215,6201,436.7311,667.1462,262.8857,10.1141,116.1892,594,18.5747,-2.0409,-10.6715,709.7827,0.0,3223.5814,2428.7866,103.529,-11.5143,-831.7532,-51.3956,-879.584,399.2842,440.0552,442.1398,424.6389,321.7896,0.0,0.0,36237.1571,362.0864,16802.235,659,70.495,-284.2725,-40.8238,738.975,122.8417,2,29.3335,785.7948,2446.6615,180.5004,396.0044,-27.1766,44229.4,484.3858,1231.2551,23696.6496,0.0,0.0,0.0,0.0,0.0,0.0,5.2299,298.1423,18563.9094,10024.1152,7572.9858,15,200.9794,247.4645,308.1751,348.1751,378.93,5.9804,126.5231,4.6305,-381.3245,306,28,29.325,487,29.5483,30.101,1226.3816,825.1153,784.294,935.5593,1228.3362,1401.6641,-4.42,-2.3467,21.0534,0.0,23490.6418,10151.7031,14.7332,12836.4294,28842.3852,14.1613,115.97,-15.1222,-10.3951,791.8642,-13.0621,-11.4019,49994.7452,29940.876,19286.8634,-10.773,1532.6651,648.261,-8.1489,93.0343,0
16,4.9572,25.8969,1417,9.5958,673.4105,41405.1049,31433.2656,15432.5959,1561.7117,505.0777,1505.7378,14688.0617,30264.2466,667.9424,1448.5031,24.7795,623.4866,37601.8765,29.6642,-216.1303,-59.1102,-650.2856,2.5447,1535.0977,71.6049,202.1606,-8.148,5.5723,14.2017,23.3934,16.3239,12.3756,1531.4311,14.0121,15494.1426,679.4588,41752.5158,41.84,595.09,1085.886,207.0255,624.6136,8136.6408,164.8552,209.6318,0.0,441.8893,505.1111,379.6073,-367.6603,-13.1658,-259.5293,-23.6931,2860,-22.6753,0.0,0.0,214.1155,29218.2593,13318.5045,34.9689,270.8103,-460.6711,7.5608,40346.8448,7.7385,-13.605,14194.4478,6423,678.5467,593.3906,135.7166,-8.4638,80.6367,540,65.0514,-1.162,-3.4962,709.7827,13.2575,3394.4909,3004.4131,128.2202,-40.7429,119.2495,28.5984,-133.2437,510.4468,496.5805,619.371,455.2325,295.7507,0.0,0.0,33918.1434,418.6327,19209.174,644,37.3986,123.3431,21.663,320.4805,-6.8046,8,27.5248,602.521,412.6191,177.2441,-124.3604,-16.8795,39403.743,555.9311,1372.6195,27417.5067,5.6935,0.0,4.9572,4.9166,15.1654,4.1642,0.4351,369.7275,17511.196,10991.8946,8101.7278,13,251.9784,317.0818,382.3688,403.4882,411.4882,-19.5604,-425.9302,-5.4943,-504.4402,258,15,28.1815,447,26.9908,27.7676,610.6736,532.1498,701.9285,637.5213,610.262,608.7759,-0.6662,0.6436,5.5564,0.0,22181.3009,10820.0501,12.6308,12561.5272,30615.7081,13.3669,85.51,-2.6879,-2.6497,805.7551,-4.0584,-2.4158,42974.5136,32430.6663,16430.4438,-2.7721,1618.0783,543.1243,-3.038,89.8639,0
